"Strains","row_id","Plate","PD2_blank","PD2Ca_blank","Variable","OD","Treatment","Day","Dataset"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X2",0.00208333333333334,"PD2",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X3",0.00508333333333334,"PD2",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X4",0.00708333333333333,"PD2",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X5",0.00908333333333333,"PD2",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X6",0.00708333333333333,"PD2",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X7",0.0111666666666667,"PD2+Ca",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X8",0.00616666666666667,"PD2+Ca",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X9",0.00716666666666667,"PD2+Ca",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X10",0.00816666666666667,"PD2+Ca",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X11",0.00916666666666667,"PD2+Ca",0,"Set B"
"XYL1961",7,1,0.110916666666667,0.107833333333333,"X12",0.00916666666666667,"PD2+Ca",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X1",0.00533333333333334,"PD2",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X2",0.00333333333333334,"PD2",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X3",0.00533333333333334,"PD2",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X4",0.00533333333333334,"PD2",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X5",0.00533333333333334,"PD2",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X6",0.00933333333333333,"PD2",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X7",0.00675000000000001,"PD2+Ca",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X8",0.00475,"PD2+Ca",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X9",0.00475,"PD2+Ca",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X10",0.00475,"PD2+Ca",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X11",0.00575000000000001,"PD2+Ca",0,"Set B"
"ESVL",12,2,0.110666666666667,0.10825,"X12",0.00575000000000001,"PD2+Ca",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X1",0.00533333333333334,"PD2",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X2",0.00433333333333334,"PD2",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X3",0.00633333333333334,"PD2",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X4",0.00533333333333334,"PD2",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X5",0.0103333333333333,"PD2",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X6",0.00533333333333334,"PD2",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X7",0.00775000000000001,"PD2+Ca",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X8",0.00675000000000001,"PD2+Ca",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X9",0.00675000000000001,"PD2+Ca",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X10",0.00575000000000001,"PD2+Ca",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X11",0.00675000000000001,"PD2+Ca",0,"Set B"
"AlmaEm3",13,2,0.110666666666667,0.10825,"X12",0.00775000000000001,"PD2+Ca",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X1",0.00433333333333334,"PD2",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X2",0.00433333333333334,"PD2",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X3",0.00533333333333334,"PD2",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X4",0.00433333333333334,"PD2",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X5",0.00433333333333334,"PD2",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X6",0.00433333333333334,"PD2",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X7",0.00575000000000001,"PD2+Ca",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X8",0.00175,"PD2+Ca",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X9",0.000750000000000001,"PD2+Ca",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X10",0.000750000000000001,"PD2+Ca",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X11",0.00675000000000001,"PD2+Ca",0,"Set B"
"CFBP8356",14,2,0.110666666666667,0.10825,"X12",0.00675000000000001,"PD2+Ca",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X1",0.00333333333333334,"PD2",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X2",0.00433333333333334,"PD2",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X3",0.00533333333333334,"PD2",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X4",0.00433333333333334,"PD2",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X5",0.00633333333333334,"PD2",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X6",0.00833333333333333,"PD2",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X7",0.00275,"PD2+Ca",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X8",0.00275,"PD2+Ca",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X9",0.00375,"PD2+Ca",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X10",0.00375,"PD2+Ca",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X11",0.000750000000000001,"PD2+Ca",0,"Set B"
"XYL466",15,2,0.110666666666667,0.10825,"X12",0.00375,"PD2+Ca",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X1",0.00733333333333333,"PD2",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X2",0.00533333333333334,"PD2",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X3",0.00633333333333334,"PD2",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X4",0.00433333333333334,"PD2",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X5",0.00633333333333334,"PD2",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X6",0.00433333333333334,"PD2",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X7",0.00475,"PD2+Ca",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X8",0.00475,"PD2+Ca",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X9",0.00475,"PD2+Ca",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X10",0.00575000000000001,"PD2+Ca",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X11",0.00475,"PD2+Ca",0,"Set B"
"De-Donno",16,2,0.110666666666667,0.10825,"X12",0.00675000000000001,"PD2+Ca",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X1",0.00533333333333334,"PD2",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X2",0.00733333333333333,"PD2",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X3",0.00533333333333334,"PD2",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X4",0.00733333333333333,"PD2",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X5",0.00733333333333333,"PD2",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X6",0.00633333333333334,"PD2",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X7",0.00675000000000001,"PD2+Ca",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X8",0.00775000000000001,"PD2+Ca",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X9",0.00675000000000001,"PD2+Ca",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X10",0.00875000000000001,"PD2+Ca",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X11",0.00775000000000001,"PD2+Ca",0,"Set B"
"XYL1961",17,2,0.110666666666667,0.10825,"X12",0.00775000000000001,"PD2+Ca",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X1",0.00366666666666667,"PD2",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X2",0.00266666666666666,"PD2",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X3",0.00466666666666667,"PD2",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X4",0.00266666666666666,"PD2",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X5",-0.00433333333333334,"PD2",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X6",-0.00433333333333334,"PD2",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X7",0.00741666666666667,"PD2+Ca",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X8",0.00541666666666667,"PD2+Ca",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X9",0.00641666666666667,"PD2+Ca",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X10",0.00641666666666667,"PD2+Ca",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X11",0.00941666666666667,"PD2+Ca",0,"Set B"
"ESVL",22,3,0.111333333333333,0.107583333333333,"X12",0.00541666666666667,"PD2+Ca",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X1",0.00466666666666667,"PD2",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X2",0.00466666666666667,"PD2",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X3",0.00466666666666667,"PD2",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X4",0.00466666666666667,"PD2",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X5",0.00466666666666667,"PD2",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X6",0.00466666666666667,"PD2",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X7",0.00741666666666667,"PD2+Ca",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X8",0.00841666666666667,"PD2+Ca",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X9",0.00841666666666667,"PD2+Ca",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X10",0.00741666666666667,"PD2+Ca",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X11",0.00741666666666667,"PD2+Ca",0,"Set B"
"AlmaEm3",23,3,0.111333333333333,0.107583333333333,"X12",0.00741666666666667,"PD2+Ca",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X1",0.00566666666666667,"PD2",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X2",0.00466666666666667,"PD2",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X3",0.00566666666666667,"PD2",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X4",0.00366666666666667,"PD2",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X5",0.00366666666666667,"PD2",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X6",0.00166666666666666,"PD2",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X7",-0.00158333333333334,"PD2+Ca",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X8",0.00741666666666667,"PD2+Ca",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X9",0.00741666666666667,"PD2+Ca",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X10",0.00641666666666667,"PD2+Ca",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X11",0.00641666666666667,"PD2+Ca",0,"Set B"
"CFBP8356",24,3,0.111333333333333,0.107583333333333,"X12",0.00741666666666667,"PD2+Ca",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X1",0.00266666666666666,"PD2",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X2",0.00666666666666665,"PD2",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X3",0.00666666666666665,"PD2",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X4",0.00366666666666667,"PD2",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X5",0.00366666666666667,"PD2",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X6",0.00466666666666667,"PD2",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X7",0.00841666666666667,"PD2+Ca",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X8",0.0194166666666667,"PD2+Ca",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X9",0.00941666666666667,"PD2+Ca",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X10",0.00641666666666667,"PD2+Ca",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X11",0.00541666666666667,"PD2+Ca",0,"Set B"
"XYL466",25,3,0.111333333333333,0.107583333333333,"X12",0.00541666666666667,"PD2+Ca",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X1",0.00866666666666666,"PD2",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X2",0.0106666666666667,"PD2",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X3",0.00866666666666666,"PD2",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X4",0.00566666666666667,"PD2",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X5",0.00566666666666667,"PD2",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X6",0.00366666666666667,"PD2",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X7",0.00841666666666667,"PD2+Ca",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X8",0.00841666666666667,"PD2+Ca",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X9",0.00541666666666667,"PD2+Ca",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X10",0.00641666666666667,"PD2+Ca",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X11",0.00841666666666667,"PD2+Ca",0,"Set B"
"De-Donno",26,3,0.111333333333333,0.107583333333333,"X12",0.00641666666666667,"PD2+Ca",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X1",0.00566666666666667,"PD2",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X2",0.00566666666666667,"PD2",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X3",0.00566666666666667,"PD2",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X4",0.00766666666666665,"PD2",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X5",0.00666666666666665,"PD2",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X6",0.00466666666666667,"PD2",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X7",0.00641666666666667,"PD2+Ca",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X8",0.00741666666666667,"PD2+Ca",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X9",0.00941666666666667,"PD2+Ca",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X10",0.00941666666666667,"PD2+Ca",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X11",0.00541666666666667,"PD2+Ca",0,"Set B"
"XYL1961",27,3,0.111333333333333,0.107583333333333,"X12",0.00941666666666667,"PD2+Ca",0,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X1",0.00391666666666667,"PD2",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X2",0.00391666666666667,"PD2",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X3",0.00591666666666667,"PD2",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X4",0.00591666666666667,"PD2",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X5",0.00591666666666667,"PD2",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X6",0.00491666666666667,"PD2",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X7",0.00666666666666667,"PD2+Ca",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X8",0.00566666666666667,"PD2+Ca",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X9",0.00566666666666667,"PD2+Ca",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X10",0.00566666666666667,"PD2+Ca",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X11",0.00666666666666667,"PD2+Ca",1,"Set B"
"ESVL",2,1,0.106083333333333,0.105333333333333,"X12",0.00566666666666667,"PD2+Ca",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X1",0.00591666666666667,"PD2",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X2",0.00591666666666667,"PD2",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X3",0.00691666666666667,"PD2",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X4",0.00791666666666667,"PD2",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X5",0.00791666666666667,"PD2",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X6",0.00791666666666667,"PD2",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X7",0.00566666666666667,"PD2+Ca",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X8",0.00666666666666667,"PD2+Ca",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X9",0.00666666666666667,"PD2+Ca",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X10",0.00666666666666667,"PD2+Ca",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X11",0.00666666666666667,"PD2+Ca",1,"Set B"
"AlmaEm3",3,1,0.106083333333333,0.105333333333333,"X12",0.00766666666666667,"PD2+Ca",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X1",0.0109166666666667,"PD2",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X2",0.0129166666666667,"PD2",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X3",0.0149166666666667,"PD2",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X4",0.0149166666666667,"PD2",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X5",0.0149166666666667,"PD2",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X6",0.0149166666666667,"PD2",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X7",0.0166666666666667,"PD2+Ca",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X8",0.0176666666666667,"PD2+Ca",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X9",0.0176666666666667,"PD2+Ca",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X10",0.0156666666666667,"PD2+Ca",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X11",0.0156666666666667,"PD2+Ca",1,"Set B"
"CFBP8356",4,1,0.106083333333333,0.105333333333333,"X12",0.0156666666666667,"PD2+Ca",1,"Set B"
"XYL466",5,1,0.106083333333333,0.105333333333333,"X1",0.00491666666666667,"PD2",1,"Set B"
"XYL466",5,1,0.106083333333333,0.105333333333333,"X2",0.00391666666666667,"PD2",1,"Set B"
"XYL466",5,1,0.106083333333333,0.105333333333333,"X3",0.00991666666666667,"PD2",1,"Set B"
"XYL466",5,1,0.106083333333333,0.105333333333333,"X4",0.00791666666666667,"PD2",1,"Set B"
